order_id,order_datetime,items_count,distance_km,is_express_delivery,vehicle_type,base_speed_kmh,restaurant_city,is_fast_food,prep_time_avg,temperature,precip_mm,wind_speed,traffic_level
98983,2025-06-05 14:02:00,3,3.96,0,car,55.0,Moscow,1,11,22.9,3.04,10.0,5.0
98984,2024-07-01 18:20:00,2,0.52,0,bike,31.367687591946154,Moscow,0,31,7.1,5.84,3.0,4.0
98985,2025-02-13 15:58:00,5,7.73,0,car,55.0,SPB,1,5,13.3,14.19,0.8,
98986,2024-02-14 09:03:00,2,1.29,0,bike,35.716101269659816,Moscow,1,6,20.1,8.75,7.3,5.0
98987,2024-03-19 04:45:00,2,4.03,0,bike,39.220014514791444,Moscow,0,37,27.4,3.58,17.1,4.0
98988,2024-10-21 03:09:00,1,1.84,0,car,55.0,SPB,0,31,-23.5,2.2,7.4,3.0
98989,2024-07-18 06:13:00,4,3.13,0,scooter,46.0651894724839,SPB,1,9,1.9,11.13,9.3,4.0
98990,2024-04-24 00:47:00,6,8.16,0,car,55.0,SPB,0,24,27.2,4.45,7.4,3.0
98991,2025-05-08 22:50:00,2,3.27,0,car,55.0,Kazan,0,20,27.6,3.7,4.8,2.0
98992,2025-01-27 14:19:00,2,3.95,0,bike,37.21804023678132,Kazan,0,34,2.6,1.72,3.7,2.0
98993,2025-02-06 23:21:00,1,5.31,0,bike,35.96575629651888,Moscow,0,25,18.2,2.01,2.4,4.0
98994,2025-01-26 14:12:00,3,2.89,0,bike,40.142580832377945,SPB,0,20,10.1,2.05,2.5,3.0
98995,2025-03-02 10:44:00,3,2.74,0,scooter,36.42755350070934,Moscow,1,9,16.4,0.44,16.6,4.0
98996,2024-12-07 18:24:00,1,4.28,0,car,46.1550413594705,Moscow,1,8,-10.4,2.23,20.0,3.0
98997,2024-03-26 04:02:00,3,7.06,0,car,55.0,Moscow,1,12,27.1,2.66,1.4,5.0
98998,2025-02-21 09:12:00,4,3.03,0,car,55.0,Moscow,0,18,25.2,4.43,21.2,4.0
98999,2025-01-19 13:46:00,2,1.71,0,car,55.0,SPB,1,5,5.4,8.93,12.8,2.0
99000,2024-05-26 13:51:00,3,10.06,0,scooter,52.378878477670696,Kazan,1,8,26.7,0.47,12.4,1.0
99001,2025-05-11 03:20:00,3,1.86,0,scooter,42.827475829915414,Moscow,0,25,33.0,1.82,6.4,3.0
99002,2024-09-13 09:22:00,3,2.1,0,bike,32.37325941116156,Moscow,1,10,-14.3,1.84,11.7,4.0
99003,2024-12-16 04:38:00,2,2.1,0,car,55.0,SPB,0,29,-10.5,2.8,9.1,3.0
99004,2024-11-19 11:07:00,2,0.6,0,car,55.0,Moscow,0,28,-12.0,21.37,8.4,4.0
99005,2024-04-18 09:59:00,2,0.79,0,car,55.0,Moscow,0,21,33.6,0.33,16.9,4.0
99006,2024-10-21 07:59:00,4,2.4,0,bike,37.22409459253831,Kazan,0,18,-19.7,4.08,3.0,2.0
99007,2024-08-04 02:59:00,2,13.81,0,car,55.0,Kazan,0,33,-6.8,0.34,7.9,2.0
99008,2025-01-17 20:21:00,1,12.44,0,car,55.0,Moscow,1,14,6.4,7.07,5.8,4.0
99009,2024-03-24 22:40:00,3,7.1,1,bike,43.31751317140163,SPB,0,23,31.5,10.94,9.9,2.0
99010,2024-09-19 12:00:00,3,2.57,0,bike,40.142580832377945,SPB,1,11,-16.3,3.28,11.4,3.0
99011,2024-02-26 21:26:00,3,4.35,0,bike,31.367687591946154,Moscow,1,5,20.5,12.45,10.2,4.0
99012,2025-06-10 12:06:00,3,0.43,0,scooter,38.31527511177083,SPB,0,35,18.5,1.18,15.2,3.0
99013,2025-04-18 19:36:00,2,6.62,1,bike,38.8266233036702,Moscow,0,34,37.4,1.49,0.7,4.0
